name,score
Adventure,11.8323
Drama,11.4851
Comedy,11.1935
Sci-Fi,7.74452
Fantasy,7.05267
Crime,6.90825
Mystery,6.75587
Horror,4.78929
Thriller,4.49319
Romance,4.00201
Western,1.55973
War,0.846997
Music,0.515197
Animation,0.5055
Sport,0.498709
Musical,0.494716
History,0.476669
Biography,0.382714
Action,0.184409
Family,0.140277
